ISBN,Titulo,Autor,Ano,Editora,ID_usuario,Notas
2278018698,Bienvenue En France: Tome 1: Episodes 1-13,A. Monnerie,1991,Didier,11120,3
704300052,Waterside birds;: Beautiful colour prints of eight of the most attractive birds of the waterside;,Nicholas Hammond,1973,Quartet Books,11120,4
517439298,Beautiful Britain,Bernard Miles,1984,Crescent,11120,1
1585730521,Langenscheidt's Pocket Polish Dictionary: English/Polish Polish/English (Langenscheidt's Pocket Dictionary),Langenscheidt Staff,2001,Langenscheidt Publishers,11120,5
719539242,Success in British History Since 1914 (Success Studybooks),Jack B. Watson,1983,John Murray,11120,0
140434585,"Four Tragedies: Hamlet, Othello, King Lear, Macbeth (Penguin Classics)",William Shakespeare,1995,Penguin Books,11120,1
1854710486,The Observer's Book of Insects,E.F. Linssen,1992,Godfrey Cave / Claremont,11120,6
1854710435,The Observer's Book of Horses and Ponies,R.S. Summerhays,1996,Godfrey Cave / Claremont,11120,8
1854710931,The Observer's Book of Dogs,Sonia Marion Lampson,1996,Godfrey Cave / Claremont,11120,1
1854710192,The Observer's Book of Wild Animals,Maurice Burton,1992,Godfrey Cave / Claremont,11120,5
1854710834,The Observer's Book of Wild Flowers,W.J. Stokoe,1996,Godfrey Cave / Claremont,11120,0
684152207,Observer's Book of Weather,Reginald M. Lester,1977,Encore Editions,11120,9
723200688,The Observer's Book of Painting and Graphic Art (Observer's Pocket S.),William Gaunt,1985,Frederick Warne / Observer,11120,0
723200602,The Observer's Book of Birds' Eggs (Warne Observers),Illustrated by H.D. Swain Compiled by G.Evans,1985,Penguin Books Ltd,11120,6
723215650,"The Observer's Book of Mushrooms, Toadstools and Other Common Fungi (Observer's Pocket S.)",Walter Philip Kennedy Findley,1977,Frederick Warne / Observer,11120,8
723233632,The New Observer's Book of Automobiles (Warne Observers),Compiled by Stuart Bladon,1986,Frederick Warne / Observer,11120,3
723215138,The Observer's Book of Birds (Observer's Pocket S.),S.Vere Benson,1985,Frederick Warne / Observer,11120,8
340044454,Gardening Year,Readers Digest,0,Trafalgar Square,11120,1
520220935,An Encyclopedia of the Wines and Domaines of France,Clive Coates,2001,University of California Press,11120,1
316340979,Visual Delights,Nathalie Hambro,1986,Little Brown & Co,11120,0
563204222,Floyd on Fish,Keith Floyd,1991,Parkwest Publications,11120,2
316642509,New Classic Cuisine,"Michele, Albert Roux Roux",1989,Time Warner Books UK,11120,4
070637343X,Mrs. Beeton's A-Z of Everyday Cookery,Isabella Beeton,1996,Sterling Pub Co Inc,11120,10
684160323,Observer's Book of Sea Fishes,T. B. Bagenal,1979,Scribner,11120,4
723216428,Observer's Book of Wild Flowers (New Observer's Pocket S.),ILLUS. R.B. DAVIS FRANCIS ROSE,1983,Frederick Warne / Observer,11120,9
723215812,The Observer's Book of Music (Observer's Pocket S.),Freda Dinn,1985,Frederick Warne / Observer,11120,7
723215286,The observer's book of flags (Observer's pocket series),I. O Evans,1975,F. Warne,11120,8
684149478,Observer's Book of Cats,Grace Pond,1979,Encore Editions,11120,5
723200920,The Observer's Book of Geology (Observer's Pocket S.),I.O. Evans,1996,Frederick Warne / Observer,11120,8
1852337095,Astronomy of the Milky Way: The Observer's Guide to the Northern Milky Way (Patrick Moore's Practical Astronomy Series),Mike Inglis,2004,Springer-Verlag,11120,6
723216193,"Observers Book of Commercial Vehicles, 1981 Edition",Nick Baldwin,1981,Motorbooks International,11120,7
723200777,The Observer's Book of Furniture (Observer's Pocket S.),John Woodforde,1996,Frederick Warne / Observer,11120,10
723227594,Paintings and sculpture of the fifteenth century (An Observer's guide. Where is it?),Catherine Reynolds,1981,F. Warne,11120,0
684149427,Observer's Book of Cacti and Other Succulents,S. H. Scott,1977,Encore Editions,11120,3
723200912,The Observer's Book of Postage Stamps (Observer's Pocket S.),Anthony S.B. New,1985,Frederick Warne / Observer,11120,6
718140974,Best of Floyd,Floyd,1999,Michael Joseph,11120,0
852234880,"\""Good Housekeeping\"" Soups and Starters","\""Good Housekeeping\""",1984,Ebury Press,11120,5
9631367010,Hungarian Cookery Book,Karoly Gundel,0,Corvina,11120,6
517093626,Craig Claiborne's Kitchen Primer: A Basic Cookbook ... ; Illustrations by Tom Funk,Craig Claiborne,1993,Outlet Books Company,11120,4
688097502,Le Cordon Bleu at Home,Le Cordon Bleu,1991,Morrow Cookbooks,11120,5
671466844,The Body Principal,Victoria Principal,1983,Simon & Schuster,11120,4
5551500187,Jane Fonda's New Workout and Weight Losspprogram,Jane Fonda,1986,Simon & Schuster Books,11120,4
809400693,The Cooking of India (Foods of the World),Santha Rama Rau,1969,Time Life Education,11120,4
809400294,Cooking of Provincial France,Time Life,0,Time Life+ Books Inc,11120,10
316262803,"The Cooking of Scandinavia,",Dale Brown,1968,Little Brown & Co,11120,8
761412158,The Cooking of Italy (Superchef),Matthew Locricchio,2002,Benchmark Books (NY),11120,4
814806910,Viennese Cuisine I Love,Jules J Bond,0,Tudor Publishers Inc,11120,10
814806783,The Chinese cuisine I love,Jules Jerome Bond,1977,Leon Amiel,11120,10
563371560,Ken Hom's Illustrated Chinese Cookery: A New Edition of the Chinese Cookery Classic,Ken Hom,1996,BBC Consumer Publishing,11120,9
563384034,Gardening from Scratch 2,Gay Search,2000,BBC Books,11120,10
706400674,Popular Italian cookery,Marion Howells,1972,Octopus Books Ltd,11120,9
862832578,Indian Cooking/#08187,Lalita Ahmed,1987,Bookthrift Co,11120,10
722164467,Farmhouse Cooking Book 1,Mary Norwak,0,Sphere Books Limited,11120,1
745920373,Lion Concise Bible Encyclopedia,Author,0,Lion Publishing,11120,4
874778409,The Art of Sexual Magic,Margo Anand,1996,Jeremy P. Tarcher,11120,7
837023030X,Ogniem i mieczem w pustyni i w puszczy,Andrzej Klominek,1991,Wydawn. Dolnoslaskie,11120,5
452261988,A Dream of Passion: The Development of the Method,Lee Strasberg,1990,Plume Books,11120,4
333553497,Cheerio Titan: The Friendship Between George Bernard Shaw and Eileen and Sean O'Casey,Eileen O'Casey,1991,Pan Macmillan,11120,3
007051092X,The Fruit and Nut Book,Helena Radecka,1984,McGraw-Hill,11120,2
307604837,My Learn to Cook Book,Ursula Sedgewick,1975,Goldencraft,11120,10
517548755,Vogue complete beauty,Deborah Hutton,1982,Harmony Books,11120,6
140315381,Warlock of Firetop Mountain,Steve Jackson,0,Penguin Putnam~childrens Hc,11120,1
1859678203,Best Ever Fat Free Cookbook: Delicious Food for Healthy Eating (Contemporary Kitchen),Anne Sheasby,1998,Lorenz Books,11120,0
1853067172,Devon Tales of Mystery and Murder,Judy Chard,2001,Countryside Books,11120,0
198880324,Workshop of the World: British Economic History from 1820 to 1880,Johnathan D. Chambers,1968,Oxford Univ Pr,11120,2
689700490,Making of Victorian England (Ford Lectures;),G.K. Clark,1976,Simon & Schuster (T),11120,0
226074889,"Victorian People: A Reassessment of Persons and Themes, 1851-67",Asa Briggs,1975,University of Chicago Press,11120,1
226720977,Teaching Foreign Language Skills,Wilga M. Rivers,1981,University of Chicago Press,11120,3
8321109640,Maly Ksiaze: Little Prince,Antoine de Saint-Exupery,0,"Koch, Neff & Oetinger &amp; Co",11120,1
520044770,The History of Polish Literature,Czeslaw Milosz,1984,University of California Press,11120,0
1932080139,The Knights of the Cross,Henryk Sienkiewicz,2002,Ross Books,11120,3
60168412,365 Ways to Cook Fish and Shellfish,Charles Pierce,1993,Harpercollins,11120,1
874918758,Entertaining Without Alcohol,Dorothy Crouch,1987,Acropolis Books Inc,11120,9
1850520976,"Vogue Guide to Skin Care, Hair Care and Make-up",Felicity Clark,1989,Bounty Books,11120,9
852236492,Zest: Cosmopolitan's Health and Beauty Handbook,Chrissie Painell,1988,Vintage/Ebury (A Division of Random House Group),11120,7
671473069,The Incredibly Lazy Person's Guide to a Much Better Body (In Only Six Weeks),Randi Blaun,1983,Simon & Schuster,11120,10
720708346,Pears encyclopaedia of myths and legends,Sheila Savill,1976,Pelham,11120,8
786712317,James Joyce: A Literary Reference,A. Nicholas Fargnoli,2003,Carroll & Graf Publishers,11120,8
720708400,Pears Cyclopedia 1975-76 : A Book of Background Information and Reference for Everyday Use,Mary Barker,1975,"Transatlantic Arts, Incorporated",11120,6
060033919X,Good cooking with wine,Mary Reynolds,1973,Hamlyn,11120,9
8321329519,Jan Matejko (W kregu sztuki),Janusz Maciej MichaÂ±owski,1979,"\""Corvina\""",11120,1
600353214,The Times calendar cookbook,Katie Stewart,1975,Hamlyn [for] Times Books,11120,5
283998792,Norma Jean: A Hollywood Love Story,Ted Jordan,1989,Pan Macmillan,11120,2
306811057,In Search of England,H. V. Morton,2002,Da Capo Press,11120,9
553276670,The Rotation Diet,MARTIN KATAHN,1987,Bantam,11120,9
241893542,Cheap chow,Kenneth H. C Lo,1976,Elm Tree Books,11120,9
811715140,Sauerkraut Yankees: Pennsylvania Dutch Foods & Foodways (The Islands series),William Woys Weaver,2002,Stackpole Books,11120,2
130832545,Betty Crocker's New Chinese Cookbook,Leeann Chin,1990,John Wiley & Sons,11120,0
8303025732,StanisÂ±aw Ignacy Witkiewicz,Piotr Piotrowski,1989,Krajowa Agencja Wydawnicza,11120,7
330305077,A Path of Hope: An Autobiography,Lech Walesa,1988,Pan Macmillan,11120,1
765197804,"The Ultimate Beauty Book: The Complete Professional Guide to Skin-Care, Make-Up, Haircare, Hairstyling, Fitness, Body Toning, Diet, Health and Vitality",Sally Norton,1996,Smithmark Publishers,11120,3
394297393,Callanetics,Callan Pinckney,1990,Sound Editions,11120,1
8321728677,Warszawski Zamek KrÃ³lewski: Zamek Rzeczypospolitej,Maria Szypowska,1989,"Panstwowe Wydawn. \""Sport i Turystyka\""",11120,0
8370061982,"Fotografie =: Photography, 1980-1989",StanisÂ±aw Markowski,1990,Znak,11120,8
313305714,The History of Poland (The Greenwood Histories of the Modern Nations),Mieczyslaw B. Biskupski,2000,Greenwood Press,11120,3
877289190,Magick: Liber Aba : Book 4 (Magick Bk. 4),Aleister Crowley,1998,Weiser Books,11120,7
014006768X,A First Rumpole Omnibus,John Mortimer,1984,Penguin Books,11120,1
940450534,Edith Wharton : Novellas and Other Writings : Madame De Treymes / Ethan Frome / Summer / Old New York / The Mother's Recompense / A Backward Glance (Library of America),Edith Wharton,1990,Library of America,11120,9
1584722177,The Black Monk and Other Stories,Anton Pavlovich Chekhov,2002,Sound Room Publishers,11120,0
451627768,The Origin of Species: By Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life (Mentor),Charles Robert Darwin,1999,Signet Book,11120,9
140436936,Nothing...Except My Genius (Penguin Classics),Oscar Wilde,1997,Penguin Books Ltd,11120,3
811213188,A Simple Heart (New Directions Bibelot),Gustave Flaubert,1996,New Directions Publishing Corporation,11120,10
688103901,The Happy Prince and Other Stories (Books of Wonder),Oscar Wilde,1991,HarperCollins Publishers,11120,7
1884214193,Edgar Allan Poe: The Tell-Tale Heart/the Pit and the Pendulum/the Sleeper,Edgar Allan Poe,2002,Ziggurat Productions,11120,2
1593080298,The Metamorphosis and Other Stories,Franz Kafka,2003,Barnes & Noble Books-Imports,11120,5
1857975049,Vegetarian Slimming: An Inspirational Guide to a Slimmer Healthier You,Rose Elliot,1994,Orion Publishing Co,11120,10
517550261,F Plan Diet Bantam Ed,Crown,1988,Crown Publishers,11120,4
706702131,A-Z of slimming,John Yudkin,1977,Davis-Poynter,11120,10
99302004,The Beverly Hills Diet,Judy Mazel,1983,Arrow,11120,1
1561385220,The Coffee Companion: A Connoisseur's Guide to the World's Best Brews,Jon Thorn,1995,Running Pr,11121,3
706374061,Mrs Beeton's Favourite Cakes and Puddings,Bridget Jones,1995,Sterling Pub Co Inc,11123,5
563383623,Ready Steady Cook 4: 50 Delectable Dishes from TV's Top Cookery Show,Ainsley Harriott,1997,BBC Consumer Publishing,11124,4
563383232,"Can't Cook, Won't Cook",Ainsley Harriott,1997,BBC Consumer Publishing,11124,8
1853911410,Barbecues (Merehurst Cookery),Carole Handslip,1991,Murdoch Books UK,11124,10
575041773,The green consumer guide: From shampoo to champagne : high-street shopping for a better environment (A Gollancz paperback),John Elkington,1989,V. Gollancz,11124,8
586060243,More Wok Cookery,Kenneth Lo,1985,HarperCollins Publishers,11124,3
583129293,The Wok Cookbook (A Mayflower Book),Kenneth Lo,1981,HarperCollins Publishers,11124,3
46410430,Vitamins and Your Health,Ann Gildroy,1983,HarperCollins Publishers,11124,0
140461043,Modern Vegetarian Cookery (A Penguin Handbook),Walter Fliess,1970,Penguin Books Ltd,11124,1
563205962,Floyd on France,Keith Floyd,1992,Gloucester,11125,5
056353737X,Foolproof Indian Cookery,Madhur Jaffrey,2001,BBC Consumer Publishing,11132,10
563206268,Floyd on Britain and Ireland,Keith Floyd,1988,Bbc Pubns,11136,2
1880908417,Farmhouse Cooking: Traditional and Contemporary Meals from Our Country Kitchens,Kathy Blake,1998,"Todtri Productions, Ltd.",11136,1
788154117,A Guide to Modern Cookery,Auguste Escoffier,1998,Diane Pub Co,11136,0
904041034,The royal blue and gold cook book,Dorothy Hastings Cambridge,1974,Jupiter Books (London) Ltd,11137,1
706404130,Preserves & pickles,Alison Burt,1975,Derbibooks : distributed by Book Sales,11137,3
083260643X,Polish Cookbook,Culinary Arts Institute,1978,Delair Pub Co,11137,7
831750286,Taste of Italy,Lebain and Paireault,1989,Smithmark+publishers Inc,11137,10
450536599,Weightwatchers 92 Book Nhb,Ann Page-Wood,1999,Hodder & Stoughton General Division,11139,2
071538015X,"Spirited Cooking: With Liqueurs, Spirit & Wines",Sonia Allison,1982,Trafalgar Square Publishing,11143,9
749918810,Slimmers' Cookbook: Over 100 Quick and Easy Calorie-Counted Recipes,Judith Wills,1999,Piatkus Books,11146,6
037602965X,Wok Cookbook,Not Applicable (Na ),2000,Oxmoor House,11146,3
852237855,"\""Good Housekeeping\"" Creative Cookery (Good Housekeeping)",Sue Style,1988,Ebury Press,11149,1
9622174183,A Cook's Guide to Chinese Vegetables (Odyssey),Martha Dahlen,1997,Odyssey Publications Ltd,11150,1
399510672,Back to Basics American Cooking/#31545,Anita Prichard,1986,Perigee Books,11151,0
1854710281,The Observer's Book of Cats,Grace Pond,1996,Godfrey Cave / Claremont,11152,1
185471063X,The Observer's Book of Pond Life,John Clegg,1996,Godfrey Cave / Claremont,11154,1
723236976,Observer's Book of Aircraft (Observer's Pocket S.),William Green,1991,Frederick Warne / Observer,11155,6
723215111,The observer's book of association football (The Observer's pocket series),Albert Sewell,1972,F. Warne,11155,10
723216657,The New Observer's Book of Pets (New Observer's Pocket S.),Tina Hearne,1986,Frederick Warne / Observer,11156,5
1854710249,The Observer's Book of Glass,Mary Payton,1992,Godfrey Cave / Claremont,11156,10
723216215,The Observer's Book of Golf (Observer's Pocket S.),Tom Scott,1996,Frederick Warne / Observer,11160,0
1854710680,Observers Ships,Frank Dodman,1992,Godfrey Cave / Claremont,11163,4
723240132,Observer's Aircraft 1992-1993 (Observers Series),William Green,1992,Motorbooks Intl,11163,1
723215316,The Observer's Book of Garden Flowers (Warne Observers),Based on the Larger Work'the Book of Garden Flowers'by G.a.R.Phillips Compiled by David Pycraft Illustrated by Joan Lupton,1985,Penguin Books Ltd,11163,3
1854710133,Observers British Steam Locomotives,H.C. Casserley,1992,Godfrey Cave / Claremont,11169,6
1565990455,1st Corinthians (Enduring Word Commentary),David Guzik,2001,Enduring Word Media,11169,4
1843580020,Your Personal Trainer,"Kathy, Dr Fulcher",2002,Trafalgar Square,11169,10
836927664,The God That Failed (Essay index reprint series),Arthur Koestler,1972,Ayer Co Pub,11172,0
094825940X,Ariadne's Thread (UNESCO Collection of Representative Works),"Susan & Kuhiwczak, Piotr Bassnett",1988,Forest Books,11172,0
1850150605,Stop Killing Yourself,Susan Seliger,1986,Exley Publications Ltd,11172,7
345097556,Warsaw Rising (The Pan/Ballantine Illustrated History of World War II),Gunther Deschner,1972,Pan Macmillan,11172,9
140059318,The Polish August,Neal Ascherson,1981,Penguin Books Ltd,11172,10
486280306,"Mowgli Stories from \""the Jungle Book\"" (Dover Children's Thrift Classics)",Rudyard Kipling,1994,Dover Publications,11174,2
679435921,Collected Stories (Everyman's Library (Cloth)),Rudyard Kipling,1994,Everyman's Library,11176,6
1850150311,Challenges: A Teenage Boy's Practical Workbook for Career and Personal Planning,Mindy Bingham,1985,Exley Publications Ltd,11179,1
806514264,The 100 Best Films of the Century,Barry Norman,1993,Carol Publishing Corporation,11179,1
60975962,The Darling Buds of May: The Pop Larkin Chronicles/3 Novels in 1 (Pbs Tie-in),H. E. Bates,1993,Harpercollins,11179,8
451529340,The Best of Oscar Wilde: Selected Plays and Writings,Oscar Wilde,2004,Signet Classics,11179,4
067162508X,FRANK SINATRA: MY FATHER,Nancy Sinatra,1986,Pocket,11179,5
273487655,"Ski-ing: A guide to ski-ing and to European ski resorts, (A step-by-step book)",James Gordon Garstang,1968,Museum P,11179,4
072060687X,Hidden Faces,S Dali,1990,Peter Owen Publishers,11179,9
1840224371,What Katy Did at School and What Katy Did Next,Susan Coolidge,2002,Thunder Bay Press (CA),11179,10
679442251,A White Merc With Fins,J. M. Hawes,1996,Random House Inc,11179,8
140511245,Thesaurus of English Words and Phrases (Penguin Reference Books),Peter Roget,1984,Penguin Books Ltd,11179,0
333427947,Guide to Modern World Literature,Martin Seymour-Smith,1986,Pan Macmillan,11179,1
671728687,Rise And Fall Of The Third Reich,William L. Shirer,1990,Simon & Schuster,11179,9
156551373,A Maigret Trio: Maigret's Failure/Maigret and the Lazy Burglar/Maigret in Society (A Harvest Book),Georges Simenon,1994,Harcourt,11179,5
582556503,Crossword Key (Longman Pocket Companion Series),Longman,1984,Dearborn Trade Pub,11181,10
722169450,Whitehall: Tragedy and Farce,Clive Ponting,1987,Macdonald & Co,11183,10
096195907X,Can I Have 5 Minutes of Your Time? : A No Nonsense Fun Approach to Sales,Hal Becker,1993,OakHill Press,11187,6
030680607X,The Groucho Letters: Letters from and to Groucho Marx,Groucho Marx,1994,Da Capo Press,11192,4
1850153213,A Binge of Diet Jokes,Bill Stott,1997,Exley Giftbooks,11192,9
1592248276,Candide,Voltaire,2002,Wildside Press,11192,5
130582158,Baedeker Prague,SONS,1987,John Wiley & Sons Inc,11192,2
1586212699,Sea Glass,Anita Shreve,2002,Time Warner Audio Major,11192,4
185091687X,Selling to Win: Tested Techniques for Closing the Sale,Richard Denny,1988,Kogan Page,11192,3
340798882,Sainsbury Lizzie Jordan Secret Life,Chris Manby,2001,Hodder & Stoughton General Division,11192,0
